City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,vadso,70.0744,29.7487,1.09,64,100,6.69,NO,1699672572
366,ha'il,27.5219,41.6907,13.01,62,0,2.06,SA,1699672572
367,karratha,-20.7377,116.8463,32.85,26,0,7.03,AU,1699672572
368,onega,63.9061,38.1404,1.26,100,100,0.33,RU,1699672572
369,el calafate,-50.3408,-72.2768,9.14,73,100,2.92,AR,1699672573
370,maintirano,-18.0667,44.0167,24.96,75,5,3.95,MG,1699672573
371,lethem,3.3803,-59.7968,29.48,50,50,4.22,GY,1699672573
372,akureyri,65.6835,-18.0878,-6.04,93,0,0.0,IS,1699672574
373,ressano garcia,-25.442,31.9913,18.12,87,0,1.62,MZ,1699672574
374,saint croix,17.7397,-64.7388,27.25,82,0,4.12,VI,1699672574
375,karakecili,39.5942,33.3778,12.21,70,92,2.59,TR,1699672575
376,mont-tremblant,46.1949,-74.6264,-1.46,97,67,2.09,CA,1699672093
377,saint-pierre,-21.3393,55.4781,24.2,83,75,3.6,RE,1699672576
378,ponta delgada,37.7333,-25.6667,22.33,94,75,8.75,PT,1699672576
379,talara,-4.5772,-81.2719,20.33,81,52,7.39,PE,1699672576
380,huilong,31.8111,121.655,14.08,65,99,7.29,CN,1699672576
381,altpinar,39.2042,32.7478,11.98,66,77,2.76,TR,1699672576
382,wotho,10.1657,166.0102,25.87,91,100,7.86,MH,1699672577
383,opuwo,-18.0607,13.84,22.14,38,94,2.15,NA,1699672577
384,bathsheba,13.2167,-59.5167,27.34,89,40,8.23,BB,1699672577
385,santa ana de yacuma,-13.75,-65.4333,31.48,43,70,3.17,BO,1699672578
386,tyuratam,45.6507,63.3156,8.36,53,86,4.43,KZ,1699672578
387,rio grande,-32.035,-52.0986,18.86,90,94,9.47,BR,1699672578
388,cafayate,-26.073,-65.9761,25.58,40,61,0.85,AR,1699672579
389,kargasok,59.0556,80.8572,-2.24,95,100,4.92,RU,1699672579
390,afaahiti,-17.75,-149.2833,27.93,84,100,5.19,PF,1699672579
391,gilgit,35.9221,74.3087,7.68,43,1,2.35,PK,1699672503
392,kidal,18.4411,1.4078,25.06,13,58,3.63,ML,1699672580
393,korsakov,46.6328,142.7813,-1.09,77,100,11.96,RU,1699672580
394,kedougou,12.5579,-12.1743,24.52,41,100,0.48,SN,1699672581
395,puerto ayora,-0.7393,-90.3518,24.19,91,32,4.02,EC,1699672581
396,amga,60.8953,131.9608,-22.22,93,99,0.65,RU,1699672581
397,westport,41.1415,-73.3579,8.75,76,0,3.09,US,1699672582
398,ad dawadimi,24.5077,44.3924,18.64,34,100,2.37,SA,1699672582
399,maumere,-8.6199,122.2111,30.13,65,27,0.55,ID,1699672582
400,nizhneudinsk,54.9076,99.0276,-8.86,68,23,1.36,RU,1699672582
401,mahina,-17.5065,-149.489,28.87,70,40,5.14,PF,1699672583
402,miles city,46.4083,-105.8406,4.54,60,40,0.0,US,1699672456
403,kenora,49.8167,-94.4337,-2.46,93,100,0.0,CA,1699672583
404,araguari,-18.6472,-48.1872,22.49,28,5,2.78,BR,1699672583
405,mudon,16.2578,97.7164,28.42,80,98,1.94,MM,1699672584
406,palu,-0.8917,119.8707,32.25,60,60,1.25,ID,1699672584
407,plast,54.3691,60.8136,5.17,93,100,4.2,RU,1699672584
408,sanctuary point,-35.1114,150.629,28.88,55,33,7.4,AU,1699672585
409,pacific grove,36.6177,-121.9166,13.82,63,0,0.0,US,1699672585
410,kijang,35.2442,129.2139,11.85,48,46,2.97,KR,1699672585
411,chibougamau,49.9168,-74.3659,-7.21,93,100,3.09,CA,1699672585
412,scottburgh,-30.2867,30.7532,18.94,92,29,4.77,ZA,1699672586
413,hammerfest,70.6634,23.6821,0.25,100,75,3.09,NO,1699672586
414,quellon,-43.1167,-73.6167,8.97,92,100,10.0,CL,1699672586
415,ovalle,-30.5983,-71.2003,15.16,84,0,1.05,CL,1699672587
416,mandan,46.8267,-100.8896,-0.58,86,0,2.57,US,1699672399
417,chamonix-mont-blanc,45.9238,6.8693,2.72,98,100,2.08,FR,1699672587
418,sangkhla buri,15.1555,98.4536,29.87,65,96,0.86,TH,1699672587
419,wynyard,-41.0,145.7167,18.74,34,8,5.6,AU,1699672588
420,holdenville,35.0804,-96.3992,10.28,51,34,2.56,US,1699672588
421,bengkulu,-3.8004,102.2655,27.31,77,95,3.12,ID,1699672588
422,port saint john's,-31.6229,29.5448,21.11,83,37,3.87,ZA,1699672588
423,san jose de jachal,-30.2406,-68.7469,22.75,8,0,4.14,AR,1699672589
424,kristiansund,63.1115,7.732,4.36,60,99,6.69,NO,1699672589
425,ulubey,40.8721,37.7588,8.07,72,81,3.15,TR,1699672589
426,nelson bay,-32.7167,152.15,31.03,68,2,10.73,AU,1699672589
427,manavalakurichi,8.1333,77.3,27.63,75,100,2.73,IN,1699672590
428,bikin,46.8161,134.26,-6.76,71,87,2.47,RU,1699672590
429,illizi,26.4833,8.4667,19.03,22,1,0.51,DZ,1699672590
430,tezu,27.9167,96.1667,25.07,36,0,1.15,IN,1699672591
431,thurso,58.5927,-3.5259,5.14,74,86,6.36,GB,1699672591
432,utrik,11.2278,169.8474,27.41,85,100,9.45,MH,1699672591
433,taro,-8.3862,115.28,27.0,46,61,1.96,ID,1699672592
434,nishinoomote,30.7333,131.0,21.31,83,75,3.09,JP,1699672592
435,touros,-5.1989,-35.4608,25.24,75,1,5.75,BR,1699672592
436,myanaung,18.2833,95.3167,27.69,74,20,3.98,MM,1699672593
437,lhasa,29.65,91.1,5.97,49,19,1.47,CN,1699672593
438,boguchany,58.3814,97.4531,-13.41,96,9,1.34,RU,1699672593
439,kingston,17.997,-76.7936,28.53,94,20,8.75,JM,1699672481
440,aktanysh,55.7216,54.0829,4.82,90,100,2.59,RU,1699672593
441,hadibu,12.65,54.0333,26.9,82,100,5.73,YE,1699672594
442,nar'yan-mar,67.6713,53.087,-8.83,93,96,3.13,RU,1699672594
443,mcrae,32.068,-82.9007,20.95,62,100,2.34,US,1699672594
444,ceeldheer,3.8488,47.1806,25.6,84,100,3.74,SO,1699672594
445,jiangkou,25.4872,119.1986,19.27,73,99,6.74,CN,1699672595
446,eraan,9.0629,117.7016,31.3,62,11,1.2,PH,1699672595
447,erenhot,43.6475,111.9767,-7.42,37,0,4.83,CN,1699672595
448,inhambane,-23.865,35.3833,17.99,94,20,2.06,MZ,1699672595
449,luderitz,-26.6481,15.1594,15.74,90,9,6.2,NA,1699672596
450,mandal,25.45,74.5667,23.05,27,0,2.33,IN,1699672596
451,udachny,66.4167,112.4,-5.86,44,98,7.87,RU,1699672597
452,mboursou lere,9.7639,14.1539,26.54,55,88,0.89,TD,1699672597
453,eisenberg,50.9667,11.9,5.2,86,98,3.28,DE,1699672597
454,broken hill,-31.95,141.4333,35.97,17,35,5.53,AU,1699672597
455,sovetskaya gavan',48.9723,140.2878,-4.94,73,100,5.44,RU,1699672598
456,lobujya,27.95,86.8167,-8.2,34,0,1.69,NP,1699672598
457,san mariano,7.5,126.0,29.32,71,68,2.13,PH,1699672599
458,buritis,-15.6178,-46.4233,25.09,35,31,1.34,BR,1699672599
459,marand,38.4329,45.7749,9.49,62,10,1.78,IR,1699672599
460,yulinshi,38.2906,109.7494,1.26,23,3,3.77,CN,1699672599
461,middelburg,-25.7751,29.4648,15.96,78,0,2.93,ZA,1699672599
462,nova vicosa,-17.8919,-39.3719,24.64,85,13,5.6,BR,1699672600
463,salalah,17.0151,54.0924,26.05,83,20,2.57,OM,1699672600
464,gulubovo,42.1333,25.85,12.25,88,62,0.95,BG,1699672600
465,chegdomyn,51.1167,133.0167,-9.09,70,94,1.07,RU,1699672600
466,rudnya,54.947,31.0934,3.8,90,100,4.82,RU,1699672601
467,petawawa,45.9001,-77.3328,-4.7,92,35,2.0,CA,1699672601
468,alindao,5.0267,21.2088,21.27,95,100,1.05,CF,1699672601
469,sparti,37.0733,22.4297,17.75,96,62,1.04,GR,1699672601
470,vanimo,-2.6741,141.3028,29.62,71,100,4.89,PG,1699672601
471,motygino,58.1831,94.7592,-13.45,85,5,0.89,RU,1699672602
472,ihtiman,42.4333,23.8167,8.34,86,27,1.54,BG,1699672602
473,nouadhibou,20.931,-17.0347,21.99,64,0,6.69,MR,1699672602
474,katsuura,35.1333,140.3,14.28,68,100,8.15,JP,1699672602
475,chimoio,-19.1164,33.4833,17.92,100,75,0.66,MZ,1699672602
476,safaga,26.7292,33.9365,25.76,51,73,4.03,EG,1699672603
477,mata-utu,-13.2816,-176.1745,28.56,77,97,4.46,WF,1699672603
478,walvis bay,-22.9575,14.5053,14.66,94,57,0.65,NA,1699672603
479,flying fish cove,-10.4217,105.6791,28.82,69,75,5.66,CX,1699672603
480,satte,36.0667,139.7167,16.21,37,97,0.87,JP,1699672603
481,golere,16.2557,-14.1017,26.66,15,61,3.5,SN,1699672604
482,aberdeen,57.1437,-2.0981,6.41,96,75,5.66,GB,1699672604
483,salumbar,24.1333,74.05,24.06,27,0,2.79,IN,1699672604
484,selkirk,50.1436,-96.8845,-0.92,98,49,2.17,CA,1699672604
485,nuku'alofa,-21.1333,-175.2,23.19,68,75,8.75,TO,1699672604
486,tralee,52.2704,-9.7026,8.07,84,83,0.54,IE,1699672604
487,tofol,5.3248,163.0078,26.88,78,100,5.66,FM,1699672605
488,almenara,-16.1836,-40.6944,20.34,87,29,0.93,BR,1699672605
489,howard springs,-12.497,131.047,32.95,53,41,3.08,AU,1699672606
490,remire-montjoly,4.9167,-52.2667,27.34,83,10,6.27,GF,1699672606
491,coquimbo,-29.9533,-71.3436,15.11,89,0,2.16,CL,1699672396
492,rongelap,11.1635,166.8941,26.73,86,100,8.27,MH,1699672606
493,nikol'sk,53.7189,46.0712,0.22,95,15,2.84,RU,1699672607
494,rundu,-17.9333,19.7667,23.16,55,69,2.59,NA,1699672582
495,al jawf,29.5,38.75,20.84,38,37,3.7,SA,1699672607
496,mouila,-1.8685,11.0559,22.95,99,100,1.11,GA,1699672607
497,egilsstadir,65.2653,-14.3948,-6.05,93,0,2.57,IS,1699672607
498,biltine,14.5333,20.9167,24.69,25,100,3.58,TD,1699672607
499,nchelenge,-9.3451,28.734,21.57,82,100,2.03,ZM,1699672608
500,arteche,12.2645,125.4048,29.12,73,46,2.36,PH,1699672608
501,midvagur,62.0511,-7.1939,5.46,81,75,3.6,FO,1699672608
502,luwuk,-0.9516,122.7875,30.34,68,85,1.7,ID,1699672608
503,san bernardo del viento,9.3533,-75.9524,27.75,85,100,1.95,CO,1699672608
504,kansk,56.2017,95.7175,-11.06,82,19,1.33,RU,1699672608
505,jumla,29.2747,82.1838,10.51,58,33,1.07,NP,1699672609
506,choyr,46.3611,108.3611,-15.19,78,16,3.59,MN,1699672609
507,saint-germain-du-puy,47.1,2.4833,5.74,100,40,3.09,FR,1699672609
508,camacupa,-12.0167,17.4833,17.43,91,100,1.57,AO,1699672609
509,bamboo flat,11.7,92.7167,29.05,79,40,3.09,IN,1699672609
510,mana,5.6592,-53.7767,26.73,86,30,5.32,GF,1699672609
511,tabou,4.423,-7.3528,24.67,90,38,2.56,CI,1699672610
512,ta`u,-14.2336,-169.5144,27.9,78,27,1.89,AS,1699672610
513,al bayda',32.7627,21.7551,15.78,52,0,3.17,LY,1699672610
514,nuuk,64.1835,-51.7216,-5.66,68,23,5.66,GL,1699672610
515,shimoda,34.6667,138.95,16.2,67,98,6.56,JP,1699672610
516,tsiombe,-25.3,45.4833,19.53,71,42,2.98,MG,1699672610
517,camiri,-20.05,-63.5167,24.18,66,100,2.33,BO,1699672611
518,kirovskoye,42.6198,71.5891,8.82,21,99,2.86,KG,1699672611
519,balakhta,55.38,91.6,-10.97,90,20,0.57,RU,1699672611
520,muborak,39.2553,65.1528,13.96,21,100,2.03,UZ,1699672611
521,tupiza,-21.45,-65.7167,18.11,39,83,0.47,BO,1699672611
522,alice town,25.7167,-79.3,26.2,80,2,7.49,BS,1699672611
523,brisas barra de suchiate,14.55,-92.2167,28.1,79,76,2.78,MX,1699672611
524,hashtpar,37.8008,48.9037,15.65,94,100,1.53,IR,1699672612
525,oranjemund,-28.55,16.4333,16.49,85,98,4.43,NA,1699672612
526,aykhal,66.0,111.5,-8.39,68,97,9.39,RU,1699672612
527,songyang,34.4553,113.0281,1.7,98,100,0.68,CN,1699672612
528,okha,53.5739,142.9478,-3.53,68,100,7.41,RU,1699672612
529,arraial do cabo,-22.9661,-42.0278,22.65,92,32,1.15,BR,1699672613
530,sao vicente,-23.9631,-46.3919,26.1,26,47,1.16,BR,1699672613
531,laguna,38.421,-121.4238,15.17,59,0,0.0,US,1699672454
532,igarka,67.4667,86.5833,-5.94,95,100,6.39,RU,1699672613
533,tyube,43.0493,47.3074,7.04,56,0,0.89,RU,1699672613
534,isangel,-19.55,169.2667,28.06,65,75,2.57,VU,1699672614
535,zeya,53.75,127.2667,-9.17,43,0,3.1,RU,1699672614
536,ormara,25.2088,64.6357,26.14,34,0,3.22,PK,1699672615
537,durham,36.0335,-78.8664,11.38,71,100,4.12,US,1699672458
538,hithadhoo,-0.6,73.0833,27.21,82,47,6.68,MV,1699672615
539,comacchio,44.6975,12.1858,8.89,85,76,6.17,IT,1699672615
540,malango,-2.9627,119.9001,24.08,78,98,0.28,ID,1699672616
541,paradip garh,20.3167,86.6167,25.33,59,7,3.8,IN,1699672616
542,coahuayana de hidalgo,18.7,-103.6583,25.62,87,99,1.21,MX,1699672616
543,vila franca do campo,37.7167,-25.4333,22.16,99,100,8.07,PT,1699672616
544,vorgashor,67.5833,63.95,-14.71,100,98,2.76,RU,1699672616
545,villamontes,-21.25,-63.5,23.61,83,100,3.07,BO,1699672617
546,cidreira,-30.1811,-50.2056,19.89,91,100,10.72,BR,1699672617
547,bryne,58.7354,5.6477,4.99,93,100,1.54,NO,1699672617
548,ciudad melchor muzquiz,27.8833,-101.5167,14.27,75,100,1.6,MX,1699672617
549,katsuren-haebaru,26.3369,127.8719,25.22,73,100,5.14,JP,1699672617
550,caleta de carquin,-11.0925,-77.6267,19.03,86,15,3.79,PE,1699672618
551,las heras,-46.5419,-68.9359,12.7,36,93,14.89,AR,1699672618
552,faya-largeau,17.9257,19.1043,24.69,26,86,5.6,TD,1699672618
553,bairnsdale,-37.8333,147.6167,22.81,61,39,3.13,AU,1699672618
554,bandon,51.7469,-8.7425,5.77,90,57,2.11,IE,1699672618
555,natal,-5.795,-35.2094,26.12,78,20,4.12,BR,1699672618
556,lata,40.1629,-8.3327,17.26,98,100,2.5,PT,1699672618
557,port alfred,-33.5906,26.891,18.43,90,76,3.13,ZA,1699672619
558,chaihe,44.7667,129.7,-8.1,76,42,3.57,CN,1699672619
559,inebolu,41.9747,33.7608,16.53,64,99,3.55,TR,1699672619
560,santa cruz,-17.8,-63.1667,29.7,58,17,6.17,BO,1699672619
561,nosy varika,-20.5833,48.5333,22.23,90,91,4.02,MG,1699672619
562,ironwood,46.4547,-90.171,0.45,100,100,2.06,US,1699672619
563,kyzylorda,44.8528,65.5092,8.01,71,75,6.0,KZ,1699672620
564,pekanbaru,0.5333,101.45,29.18,84,20,2.57,ID,1699672606
565,eyl,7.9803,49.8164,26.04,81,97,3.87,SO,1699672620
566,magadan,59.5667,150.8,-13.01,72,15,4.27,RU,1699672620
567,praia,14.9215,-23.5087,23.3,78,20,4.12,CV,1699672620
568,balkanabat,39.5108,54.3671,12.41,64,91,0.69,TM,1699672620
569,vorkuta,67.5,64.0,-14.56,100,98,2.84,RU,1699672620
570,shagonar,51.5333,92.8,-12.93,94,76,1.41,RU,1699672621
571,kabwe,-14.4469,28.4464,20.01,71,82,4.19,ZM,1699672621
572,antofagasta,-23.65,-70.4,19.19,68,17,2.86,CL,1699672386
573,trabzon,40.9167,39.8333,10.05,76,0,1.03,TR,1699672254
574,erdek,40.3996,27.7935,15.15,82,75,4.63,TR,1699672621
575,villa elisa,-25.3667,-57.6167,30.77,58,0,4.12,PY,1699672621
576,pathein,16.7833,94.7333,28.55,76,70,2.71,MM,1699672622
577,senador jose porfirio,-2.5908,-51.9542,24.63,87,48,2.69,BR,1699672622
578,fomboni,-12.28,43.7425,27.18,79,50,4.85,KM,1699672622
579,shahr-e babak,30.1165,55.1186,11.61,29,53,1.4,IR,1699672622
580,coruripe,-10.1256,-36.1756,23.77,80,13,3.93,BR,1699672623
581,troitsko-pechorsk,62.7084,56.1964,-1.28,94,100,3.13,RU,1699672623
582,punta del este,-34.9667,-54.95,16.06,97,100,7.2,UY,1699672623
583,sol'tsy,58.1239,30.3238,4.87,88,100,2.88,RU,1699672624
